Word,Frequency
subsequ,30
substanti,11
rework,7
charl,58
laughton,3
nake,46
instead,216
harsh,45
occasion,78
mitch,11
unflatt,2
comparison,66
moon,38
badmen,1
dispatch,8
deal,233
goad,2
confid,29
stabil,3
irrit,27
henri,57
boast,20
workout,1
torment,30
cue,5
notinspir,1
qualifi,23
formul,6
epoch,2
chorus,9
rendit,26
third,123
reconstitut,1
decor,14
mediterranean,4
region,28
rendezv,3
tonight,19
ordinari,57
b,100
compliment,15
veer,8
corni,41
hokey,8
dogood,3
prefer,57
lifetim,27
negoti,6
notrememb,41
westernthi,1
samuel,14
goldwyn,2
junior,10
domin,49
outlaw,16
worri,61
harm,13
town´,1
warlock,7
1959,13
edg,85
subgenr,6
idiosyncrat,7
undervalu,4
noir,109
persona,21
etch,3
compel,116
sketch,16
elegiac,4
worldweari,2
sam,79
peckinpah,5
orson,10
proteg,3
stark,19
monochrom,2
chill,60
silhouett,8
outburst,10
savag,23
tame,22
terroris,3
monopolist,1
privat,47
armi,53
regress,3
softspoken,3
derang,17
host,28
magnific,83
loren,15
mastroianni,12
interact,57
brief,71
fascist,10
children,223
hitler,35
piazza,1
venezia,1
histor,107
renown,8
notmention,7
restor,39
brainwash,2
dictatorship,4
teach,38
be,24
1938,13
mussoliniemot,1
tension,71
selfaffirm,1
housewif,18
journalist,18
refug,3
victim,94
solitud,5
nook,1
afternoon,52
shade,21
loneli,15
plead,8
ineff,1
interior,6
il,9
duce,3
clumsi,15
antonietta,3
patienc,11
frailti,11
gabriel,18
foretast,1
delicaci,2
hypocrisi,8
arbitrari,1
verdict,9
repuls,20
tyranni,4
ettor,7
scola,10
ceravamo,1
tanto,1
amati,1
summer,85
underr,86
yesterday,29
mum,7
sat,25
sofa,2
design,86
sober,11
accur,77
six,55
prize,25
antifascist,2
rome,9
mussolini,4
notlove,15
notwant,114
celebr,73
uniform,29
band,83
parad,7
build,121
sofia,7
brutish,7
servant,18
speaker,9
whos,113
fire,96
homosexu,27
f,24
recreat,25
truck,12
driver,31
pinup,8
neapolitan,1
fishwif,1
wow,68
marcello,4
depth,86
pair,53
friendship,83
settl,26
introduct,29
compens,14
910,66
una,6
giornata,3
particolar,2
spacesit,1
dullempti,1
space,91
boister,3
charactersmarcello,1
frustrat,54
listless,3
livesit,1
themal,1
sorri,76
characteral,1
existenti,12
plightdisguis,1
sexual,143
key,60
somberpoign,1
filmmost,1
grappl,4
sexualitiesuna,1
term,97
pro,19
gay,53
chap,2
womenthi,1
fictionhi,1
folksa,1
personnag,1
mastroiannih,1
beg,23
pityh,1
lifea,1
notbeg,1
imdb,89
6year,1
struck,17
cyclop,1
plastic,8
cave,9
figurin,2
auster,6
extrem,229
sensat,24
enorm,33
letdown,9
vhs,83
notbetter,10
ralli,3
backdrop,31
antoniettesophia,1
lorenmarri,1
fascistjohn,1
vernon,2
gabrielmarcello,1
unhappi,19
solitari,4
pursu,32
fuher,1
author,72
count,59
ciano,1
king,116
manuel,3
iii,20
radiovoic,1
scenario,27
semitheatr,1
¨le,1
bal¨1982,1
french,137
dancehal,1
illustr,29
2¨nuit,1
varennes1983,1
stagecoach,9
thoma,49
lui,7
xvi,1
antoinett,1
fled,4
revolutionari,24
¨the,1
family¨1987al,1
roman,30
flat,43
4¨una,1
particulare¨,1
¨a,1
day¨,1
apart,143
roof,7
commemor,2
10th,5
unwatch,2
ongo,8
lightheart,37
christma,68
marathon,12
just,4
oscarnomin,5
likewis,15
honor,50
collabor,27
widelyrecogn,1
emerg,54
incident,18
type,187
unglamor,2
depend,40
deliv,151
onscreen,18
incompar,5
turf,2
unsentiment,3
dubious,6
devianc,1
antifasc,1
dolc,2
vita,3
federico,2
fellini,10
introduc,86
slowli,61
adolf,3
hair,51
attract,109
fascism,10
ostracismbecaus,1
philosophi,23
fake,36
onether,1
scapegoat,1
assess,10
thoughtettor,1
movieprob,1
focus,161
outcaststh,1
regim,13
doctrin,4
deni,34
vote,70
contrast,49
simultan,9
inhuman,5
march,26
announc,22
colleagu,16
partand,1
adher,3
destroy,59
notdestroy,2
italycanada,1
1977,15
obscura,3
2001,34
goggl,1
notyet,23
free,70
formal,5
basic,192
uniti,6
choir,9
puriti,4
tender,31
militari,46
afford,20
maid,7
ardent,4
calib,12
condit,37
glimps,48
denouement,10
understood,34
notafford,8
impli,16
pig,14
porki,5
swine,3
appetit,4
insati,3
belushi,17
anim,367
scold,2
scientist,46
forcefe,1
mortal,16
handl,58
cartoon,95
notstar,4
island,65
green,61
untouch,10
linen,2
wool,2
fur,5
stoni,1
rug,14
primit,19
cacoyanni,1
base,292
supernatur,25
camerini,1
kirk,12
dougla,69
1997,10
konchalovski,4
meretrici,1
gori,32
grossli,9
afar,3
notmani,19
cronicl,1
heroic,23
knight,17
loom,10
retel,11
lodoss,1
cothk,1
parn,2
recap,3
deed,17
spark,21
portion,19
brew,7
nees,1
threw,7
press,24
disc,26
ashram,1
wagnard,2
ummmm,1
trait,15
marmo,1
coars,8
lord,61
trilog,50
fabul,50
ova,1
ghim,1
disappear,51
woodchuck,1
shiri,1
reintroduc,3
booklet,2
onlin,15
site,49
eight,33
27part,1
battl,122
demon,49
dragon,33
bluehair,1
ragtag,3
misfit,8
wizard,26
kardi,1
japanes,97
track,83
annoy,79
deedlit,1
lisa,14
ortiz,1
yumi,1
tohma,1
sho,2
hayami,1
member,113
replac,41
eh,4
chronicl,22
rough,51
spot,103
predecessor,21
counter,11
moder,14
noteveryth,5
notwithout,17
pay,109
charton,1
hur,2
omega,3
planet,69
ape,9
merit,29
overpopul,6
turbul,5
fifti,35
sixti,19
restart,4
corpor,38
disco,9
odd,126
tyler,19
moor,30
mash,3
rise,65
auteur,8
altman,12
franci,16
ford,46
martin,45
scorses,5
ash,6
system,62
mass,40
stapl,5
social,111
1930s,43
thorn,9
sneak,21
plant,16
corps,23
soylent,15
wafer,2
dramaless,1
minion,5
hunt,42
surviv,96
utter,66
catchphras,4
chief,44
hatcher,4
coopt,1
easi,177
ambigu,23
recapitul,2
dilemma,15
sci,7
fi,7
notrecapitul,1
scienc,85
70s,101
persuas,10
apocalypt,7
environment,11
unsettl,15
thoughtprovok,20
qualitylevel,1
surpass,20
sf,12
2022,9
depress,89
aliv,70
unemploy,7
unhealthi,2
scarciti,3
food,44
synthet,5
distribut,35
shape,45
cop,101
investig,58
execut,67
scandal,15
oversentiment,2
climax,60
tens,31
uncanni,5
riotsequ,1
gruel,2
macabr,9
g,24
robinson,23
modest,15
joseph,25
cotton,4
baron,1
abomin,7
phibe,5
sciencefict,7
nightmarish,9
spaceship,6
hairi,5
monster,80
attack,90
perceiv,12
futurist,22
unavail,11
virtual,37
futur,190
wood,59
illustri,6
1984,22
station,49
isaac,3
asimov,1
robot,47
positron,1
invent,62
1990s,16
notappear,10
redo,2
itthey,1
scifi,91
worldsand,1
directorproduc,1
comput,66
technolog,43
antiutopian,1
breed,9
roach,11
curtail,3
option,22
kibosh,1
procreat,2
lesser,30
speci,11
control,102
diseas,16
abort,3
birth,36
multipli,4
bacteria,1
petri,1
dish,11
malthusian,1
econom,16
subsist,1
billion,5
growingthat,1
obscen,5
matt,32
groen,2
simpson,15
futurama,1
heck,39
if,1
lucki,56
shave,5
blade,22
safeti,16
razor,13
respons,75
unnecessari,18
ray,60
furnitur,8
tuesday,10
vari,29
detect,72
expens,24
unsavori,4
agricultur,1
leigh,10
tayloryoung,1
chuck,10
connor,5
brock,3
cotten,2
river,64
cannib,7
anthropologist,4
tobia,2
schneebaum,3
spent,71
particip,37
research,41
40,30
papua,1
peru,5
fullbodi,1
jewish,11
eek,1
cruis,24
ship,35
gawk,1
tourist,14
asmat,1
cannibalist,1
amazonian,1
retain,12
humil,5
immers,20
tribal,6
fundament,13
challeng,88
notion,20
moral,102
nuditi,49
graphic,79
circumcis,1
practic,60
denounc,2
nonjudgment,2
geograph,4
despair,20
grate,27
tabl,23
sympathis,5
predetermin,1
cuddl,4
notdecid,6
ton,34
horrend,10
latter,51
categori,45
campi,25
giggl,8
aw,55
prescient,2
runner,14
dare,64
somth,1
nihilist,3
fare,44
assistedsuicid,1
creepili,3
kevorkian,1
ilk,9
attitud,58
ohsopoliticallycorrect90,1
scope,22
visionari,9
seed,6
premonit,5
notoften,13
1973,13
comfort,58
rich,126
calcutta,2
gritti,53
prestar,2
dystopian,6
notmuch,56
evalu,7
thirdworld,1
await,24
unforgiv,7
wasteland,6
hellish,4
doubli,4
uneasi,8
prophet,6
unbear,9
heat,28
damag,20
ozon,2
resourc,20
degener,7
noirish,7
fathom,5
opposit,45
snatch,8
simonson,3
beethoven,2
euthanasia,4
clinic,4
outstand,129
nyc,14
greenhous,3
vanish,18
ocean,25
grind,6
popul,36
million,68
resourcedeplet,1
21st,21
smart,78
core,26
pertin,4
eat,72
resourcesap,1
longev,1
spiral,16
poverti,23
gap,16
global,8
capit,33
uncheck,2
habitat,1
destruct,22
notleast,9
noteat,1
pollut,4
yearlong,1
wave,56
shortag,4
rule,90
intrigu,111
harri,89
harrison,5
1966,7
nypd,3
board,48
lieu,2
gardenvarieti,1
cantanker,5
astut,9
101st,2
euthan,1
inde,115
greenwel,1
dismiss,25
ought,21
notcare,54
amsterdam,6
festiv,119
privileg,12
outspoken,2
yorker,3
promin,21
reunion,29
80,17
leavetak,1
pedestrian,4
legendari,48
solent,1
landmark,23
environmentalist,1
eventu,115
entitl,7
concern,112
evolv,30
catastroph,6
exhaust,5
reduc,20
ingredi,30
cring,17
culpabl,1
retribut,3
william,130
r,41
dedic,25
polic,151
charleston,2
suicid,46
corrupt,37
bodyguard,10
tad,27
secur,23
donnovan,1
roy,32
jenson,1
target,34
despos,1
factori,24
boss,59
lt,6
suspicion,13
higher,61
hot,97
risk,30
notawar,9
notrisk,2
ecolog,2
meltdown,3
famin,3
polici,14
stalin,4
soviet,22
union,25
mao,2
rural,28
china,26
led,55
starvat,4
1950s,76
horn,14
africa,42
area,73
kong,44
macau,1
expans,7
shanti,4
isnt,8
strict,34
factor,45
flock,10
paid,29
countrysid,19
symptom,2
industri,80
imag,160
congest,2
stairwel,2
contempari,1
knowledg,65
sol,5
fruit,7
brandi,1
meat,14
gasp,12
whiski,3
puff,4
cigarett,7
smoke,36
visag,2
chamber,3
gaze,10
wild,95
flower,14
snow,17
wise,47
jew,9
roth,15
notforget,26
notoverpopul,1
completelyit,1
fifteen,20
timeno,1
effectbefor,1
1985,16
overblown,10
disast,29
creepi,68
gut,38
tackl,17
hopeless,22
consequ,43
cataclysm,2
nuclear,8
poison,16
timet,1
envis,6
notmean,26
notcome,32
tarantino,9
discuss,69
unrel,17
scoop,6
fleet,24
mechan,25
digger,4
priest,12
confessor,1
luckili,23
clue,34
brilliantwhil,1
polar,11
toler,19
plotsbut,2
whatev,84
discussit,1
ruin,53
superexcit,1
crusti,4
sidekick,24
squeamish,4
allegor,6
profound,40
notlive,16
notdiscussit,1
veget,7
livestock,1
explan,23
710,104
isa,4
relev,32
nobodi,67
hell,116
govern,63
prototyp,9
michael,200
eddi,55
cancer,4
nine,36
publish,17
amazon,14
quest,35
descript,42
tribe,10
60s,68
welcom,48
generos,4
intrud,11
tradit,95
boost,13
sadist,10
killer,142
dama,1
rossa,1
uccid,1
sett,1
volt,1
superior,85
domini,3
enfilren,1
marlen,10
dietrich,9
freebut,1
bori,4
androvski,1
boyer,10
monk,15
monasteri,3
algier,1
camp,63
moviea,3
notleav,17
pioneer,19
technicolor,27
oscar,154
endless,27
glamor,19
contriv,24
1936,26
glorious,34
robin,21
hood,36
jess,11
jame,159
1939,18
garden,20
allah,6
synonym,9
prime,34
xxth,2
unbridl,2
erot,34
exot,15
reveri,3
stimul,16
glamour,5
sadomasochist,1
bite,29
cathol,14
guilt,24
jane,60
eyr,25
perman,10
maim,1
rebecca,2
fulfil,33
trial,32
psych,18
extract,8
cupid,3
cost,41
devout,8
tripe,2
realize,14
inadvert,5
renounc,2
sacr,8
religi,39
vow,7
aim,42
reader,26
induc,9
vapour,1
reli,36
oldest,17
misunderstand,9
inabl,8
ecstasi,9
indulg,15
price,62
aton,6
paul,149
claudel,1
salon,4
magazin,27
oh,110
1937,7
julien,2
duvivi,1
visibl,8
carnet,1
bal,1
clotheshors,1
butterwo,1
notmeltinhermouth,1
widow,46
ail,7
remot,26
alpin,2
lakesid,2
villa,9
dancer,26
beaus,1
misunderstood,12
overestim,1
lifelong,6
tragic,88
cynic,46
bewar,12
idealist,7
sooner,6
techicolor,1
trappist,2
convent,45
pray,10
advis,25
desert,51
grief,7
sahara,2
palmtre,1
oasi,5
stump,2
confront,48
seduct,22
melodramat,22
closeup,22
caravan,1
hors,36
silhouet,2
sunset,8
handsom,43
basil,6
rathbon,6
orchestr,13
max,28
steiner,7
notusual,11
fullfledg,2
fulllength,11
3strip,2
70,19
tilli,2
notsogood,1
collector,11
collect,127
length,56
poster,41
disney,109
5year,2
1935s,2
becki,1
garish,7
allur,11
legionnair,1
beau,7
gest,1
notmake,80
notfail,8
bottomless,3
trunk,2
trim,7
lush,14
sheer,42
maria,26
riva,1
wrote,69
overwrought,5
astound,24
ridicul,65
account,46
toupe,3
unstuck,1
snicker,4
lenient,2
embrac,24
arab,16
flee,15
crisi,21
stir,21
sand,7
sorrow,12
yuma,5
arizona,7
dune,8
contamin,2
drink,45
135,1
degre,34
revolt,6
daili,25
tomato,5
david,156
selznick,2
remaind,6
febuari,1
3rd,12
juli,46
24th,1
slasher,32
serial,54
biograph,6
eeri,28
michel,14
serrault,3
unforgett,49
petiot,3
dualiti,1
robber,6
nazi,25
crime,145
unspeak,2
function,16
insan,58
camouflag,4
wartim,16
rob,44
toss,11
comic,166
imperson,19
20th,31
franc,55
sinist,26
docteur,1
brutal,89
doctor,75
heal,19
occupi,11
prey,10
weakest,15
amidst,10
populac,6
imageri,40
lend,24
psychopath,13
altruist,3
calcul,8
kudo,30
awe,28
hype,18
amor,18
perro,5
touchi,5
fortunet,2
climb,21
void,10
doc,12
notbeliev,65
notlet,40
expedit,7
tibetan,3
trekk,1
himalaya,2
clash,18
erik,9
weihenmey,1
everest,3
sight,62
guid,37
sabriy,3
tenberken,2
school,238
doubt,151
sabin,2
summit,3
mismatch,6
goal,32
certainti,4
veto,1
wellmann,2
insight,65
uplift,32
quarrel,5
relentless,17
assert,13
unsubt,1
notunderstand,67
luci,16
walker,23
wlaker,1
landscap,44
vs,28
inner,31
tiebtan,1
sign,61
weihenmay,2
vison,1
toronto,16
blindsight,1
mount,9
peak,32
german,85
tibet,3
evid,59
shun,5
burden,10
educ,52
reach,77
send,67
letter,24
invit,42
plan,108
arrang,25
23000,1
foot,36
lhakpa,1
ri,1
equip,14
contend,16
frigid,3
oxygendepriv,1
lug,2
notbreak,3
advers,9
mt,1
climberathlet,1
academ,5
lhasa,1
disagre,42
model,49
complic,54
hardship,14
