Word,Frequency
tenac,1
indi,33
michigan,3
hatr,11
barri,14
transcriptionist,1
corrod,1
upbring,6
stepfath,3
leatherfac,4
gunnar,4
hansen,4
spiral,16
form,119
bald,12
mute,17
battl,82
control,91
undon,4
unintent,61
cal,1
account,48
campbel,12
rabid,6
easter,2
egg,15
highlight,51
outtak,7
golden,30
1986,7
univers,74
pan,16
critic,139
glitter,4
eddi,41
murphi,38
soundtrack,97
heavili,31
funki,4
2004,20
jar,15
mood,70
splice,11
blame,84
screenwrit,43
commenc,4
fantasi,79
school,255
graviti,5
deker,1
wheel,17
chair,37
dude,51
repair,5
phone,58
chariti,5
yea,5
aim,49
cafeteria,4
nowher,114
crazi,114
exit,20
door,76
lock,41
fire,121
dumass,1
secur,41
guard,33
illeg,14
spent,130
dolph,19
lundgren,14
iv,12
parti,91
okayish,1
kata,2
dobó,2
makeup,68
vote,77
70,19
6,69
influenc,38
somebodi,64
notseen,102
sidney,7
j,18
furi,16
user,30
2nd,13
depreci,1
50,58
59,1
accept,96
karzi,1
bonni,6
clyde,6
rockwel,1
milla,1
jovovich,1
prevent,37
drop,97
ground,76
zero,92
soldier,81
captiv,23
teacher,66
policemen,4
patrol,6
hallway,8
bathroom,11
princip,24
lundgrensam,1
decker,2
soldierschool,1
detent,6
duti,13
loos,66
bomb,71
prefac,6
handicap,9
versus,9
harley,2
submachin,1
game,163
terrif,27
aargh,1
notfeel,38
notactual,24
cheezi,3
lungren,2
militari,64
retreat,6
neighborhood,20
student,139
hang,79
dicey,1
oper,42
armor,7
robberi,16
baddi,17
jaw,29
exploit,88
grindhous,9
glow,25
hair,81
cant,51
breakaway,1
twinkl,1
turret,1
smash,22
construct,46
apartit,1
earlier,92
hath,1
wrought,1
perplex,5
c,52
regardless,24
neglect,10
exam,7
1963,11
anticip,30
1999,21
trepid,3
followup,9
exceed,11
masterpiec,95
wellfound,2
shirley,15
jackson,20
scarier,6
notrecal,10
hasti,3
airport,8
charl,52
noncom,1
sunk,8
interview,51
2007,16
bottom,111
greeeeeat,1
hairbal,2
cough,5
amateur,59
zetajon,5
fanat,21
bink,1
comput,86
courtesi,5
1stclass,1
cinematographerturnerdirector,1
jan,6
de,66
bont,4
string,37
twister,1
sake,68
notpossibl,24
ugh,25
owen,13
wilson,17
token,9
anaconda,1
armageddon,6
cowrit,7
bottl,16
rocket,18
rushmor,5
lili,13
legitim,14
creak,5
moan,3
muddl,33
liam,6
neeson,2
truli,261
horrormovi,3
histori,180
zeta,6
tayor,1
aboveaverag,1
breathtak,11
thrown,79
notmakeup,1
strive,12
wise,34
price,52
admiss,7
forward,147
shake,31
wooden,92
unrecogniz,3
subtl,19
generat,83
profit,14
theyll,30
notlet,46
notinsult,2
terror,49
convey,40
phenomena,5
mansion,25
chill,26
react,17
promot,50
suspect,60
oneand,2
toward,122
appropri,36
substitut,14
burnt,5
sprinkl,11
salt,15
remain,130
competit,20
improv,62
authorit,3
brain,114
fellow,39
sensit,19
bookworm,1
bank,42
empath,10
secondari,11
mew,2
cherub,2
stretchi,1
sappi,18
darnedest,2
enema,1
butterfli,9
rainbow,4
skittl,2
oral,4
dern,4
cowboy,22
notspeak,14
screw,40
nell,5
heroic,9
team,92
nonsens,96
chop,36
wire,9
cut,234
ceil,12
ghost,80
fli,79
knife,23
selfish,21
self,69
damn,77
notkill,11
notthrow,3
claim,107
spot,79
topbil,4
rescu,42
mida,1
suggest,139
studi,71
inan,34
step,61
ishtar,3
exquisit,8
dolittl,3
violenc,149
stamp,5
cult,97
ronald,6
reagan,6
presidenti,2
48,4
hrs,2
stale,21
honey,9
crunchi,1
notbelong,7
nonfict,2
dans,1
macabr,10
king,106
burst,24
bug,30
ten,157
feet,36
lurch,8
frighten,39
lurk,13
tight,19
witless,10
grotesqu,21
heavyhand,16
clunki,10
vacuous,12
textbook,10
awesom,55
bone,18
206,1
sooooo,10
jean,40
claud,8
van,57
damm,13
dramat,101
phoni,25
whatsoev,77
cinematographyy,1
jion,1
da,8
arei,1
alist,4
neesoncatherin,1
jonesowen,1
wilsonar,1
distract,46
plotridicul,1
tabloid,6
whose,131
missedth,1
unexplainedth,1
alllili,1
horrend,42
screamer,1
islili,1
allth,4
casper,2
hugh,19
cain,19
grim,17
reaper,2
halloween,28
machinether,1
creatur,101
roof,10
purpl,11
sadth,1
brutal,52
elsei,1
felt,281
luckili,23
channeloveral,1
notmade,23
19did,1
weird,129
mister,7
disappear,55
spectacular,30
notshow,27
caretak,9
gate,20
anywhoo,1
spooki,13
blah,20
heaven,49
surviv,71
escap,123
elanor,1
sacr,3
notsurpris,23
theo,3
lie,96
twin,35
bed,55
listen,94
nois,42
hurt,73
latest,34
sudden,108
dive,15
slide,14
consign,2
graveyard,9
nottheo,1
approach,81
cautious,3
tosh,4
asham,46
terrifi,31
camerawork,24
superb,34
reli,39
pyrotechn,4
b,112
sadder,5
ingredi,18
butcheri,3
reaction,46
respect,133
reinvent,1
newer,9
pfft,1
pg13,18
juli,23
harri,64
darn,13
news,57
abund,14
summermovi,1
faith,77
intactd,1
delic,2
subtleti,17
manifesteda,1
eugenio,1
zannetti,1
jawdrop,6
photograph,46
compos,37
jerri,32
goldsmith,4
testask,1
stilt,28
spoken,27
dignityand,1
crime,83
afraid,60
ofand,1
areth,1
phantasmogor,1
messbut,2
notruin,8
reach,90
chain,29
hottest,5
properti,18
deris,4
loquaci,1
trade,17
tedious,76
childish,27
misfir,11
charlott,9
lewiss,1
breast,32
blous,3
stanwyck,5
foot,32
trap,50
unlucki,6
convict,28
all,2
unattract,10
glamourori,1
nose,25
photogen,3
merci,24
improb,12
foolish,24
potboil,7
crisp,2
locat,112
photographi,64
saddl,22
wet,18
husbandand,1
wellwhi,1
meeker,1
nag,4
remainswhat,1
wood,104
pier,2
rotten,25
float,15
impecc,7
threadbar,5
notrun,10
notfloat,2
suffer,122
attenborough,10
muddi,7
thrust,5
dancer,22
audit,22
bway,2
examin,23
desir,63
demand,31
notalwaysreward,1
freshfac,2
grittier,2
gypsi,3
newcom,12
scale,43
shrinkag,1
1617,1
depend,32
count,90
cassi,9
civic,4
opera,57
richer,3
poorlyconceiv,2
chorus,16
younger,63
didnt,11
suit,81
advis,46
cat,83
toe,9
curl,5
perspect,42
hi,7
rain,29
gene,34
kelli,27
donald,20
oconnor,3
em,18
royal,19
wed,54
fred,35
astair,2
jailhous,1
rock,134
choreograph,14
willett,2
shoddi,19
unnecessari,60
mockeri,11
cherish,11
broadway,30
tour,22
longestrun,1
overtook,1
1990s,21
arguabl,16
joy,38
sacrific,24
led,39
respit,1
lesson,68
transfer,29
foss,1
jazz,12
greater,20
eager,23
longrumor,1
abdomen,1
superbl,3
heart,116
wrench,5
cattl,9
notmind,33
abl,165
squeez,9
spontan,10
chale,1
villain,117
sardo,1
numspa,1
fed,16
bennett,9
nichola,20
dant,9
evid,57
charisma,23
stem,6
directorchoreograph,1
corpor,17
lawyer,24
slim,5
gruel,7
therapi,13
session,14
actordancersing,1
loud,77
brassi,1
rafter,1
modul,3
subplot,45
exdanc,1
but,2
oldflam,1
overeag,1
heartach,1
angst,11
sluggish,5
spell,41
disast,86
nowfam,1
artifici,21
wrap,29
album,13
audrey,7
lander,3
val,5
depart,48
solut,12
famous,90
choreographi,11
notdanc,4
center,44
mindblow,6
zach,5
guid,26
whe,1
bate,6
breath,34
bummedout,1
cheat,60
reviv,21
wholeheart,5
committe,8
pulitz,4
prize,17
hors,51
heavi,56
narcot,3
singular,10
sensat,8
notgrade,1
purist,3
comm,1
ci,4
modest,9
conceit,6
misunderstood,7
fullon,1
shallow,58
mode,8
josh,14
pure,111
schlock,13
longrun,2
1985,9
huston,15
mangl,3
anni,24
hungri,10
spark,26
janet,8
gretzki,1
sheesh,4
cinema,247
trainwreck,8
captur,72
passion,49
strikeout,1
smother,10
rise,63
notcaptur,6
energi,65
grand,38
joyous,2
curtain,8
engag,72
stir,11
ogr,1
switch,44
bitter,24
sour,9
bark,5
yike,10
dynam,18
inde,99
imperi,4
offstag,1
theatric,33
devic,37
strongfragileintriguinghilari,1
clariti,4
comfort,19
puerto,10
rican,9
heartbreak,9
affect,33
profess,13
jade,14
exhaust,10
glorious,15
costum,108
spin,30
mirror,30
reject,36
misplac,8
emphasi,12
dilut,4
cabl,67
dismay,7
translat,44
trip,88
lane,14
extraordinarili,3
ballet,9
twelv,18
thirteen,5
adulter,6
exterior,8
plotlin,7
patho,3
tripe,32
notpresent,5
notnecessari,2
despair,9
reimagin,3
stump,3
ghandi,2
doolittl,3
finish,150
jeffrey,8
hornaday,2
flashdanc,1
rivet,6
drain,17
2006,19
notsing,6
lesser,15
kidnap,45
mystic,12
dragon,38
chosen,24
sunday,22
decemb,4
1993,18
onstag,2
exposur,13
assur,22
irl,1
whether,128
64bar,1
uniniti,3
beef,6
cassiezach,1
relationship,98
zachh,1
cab,3
traffic,8
upstair,5
larri,30
playwa,1
rethought,1
elimin,14
jam,5
closeup,32
disguis,28
goodby,10
vocal,10
jaundic,2
gregg,3
burg,1
richi,7
allegori,7
sung,8
allyson,1
reed,13
michell,18
johnston,2
bebe,1
judi,10
chew,20
gum,6
dazzl,7
devote,5
musicalb,1
afraidb,1
notgive,65
nothold,17
import,133
decis,48
moron,50
jeremi,15
balboa,1
handed,1
proceed,52
compel,63
unforgett,9
invis,23
indonesian,1
bollywood,28
poetic,11
mango,1
prepar,66
hp,3
radio,32
candlelight,3
chaplin,15
employe,18
bride,19
russia,13
reciev,1
nicol,9
kidman,7
bargain,31
underact,4
anoy,1
actuali,1
laidback,4
stanislofski,1
method,16
walkingthrough,1
mild,76
notlaidback,1
ive,6
dissapoint,6
warrant,17
dire,35
sexist,7
benni,3
intent,139
aggress,12
maffialik,1
russian,29
ineffici,1
subject,160
addit,77
colleagu,11
spoke,17
alien,109
ural,1
mountain,50
moscow,1
st,34
petersburg,2
grammar,3
pronunci,2
birthday,23
dramait,2
noman,1
scenario,52
peter,92
unlik,115
buckaroo,1
banzai,1
conan,3
barbarian,3
selfdeprec,1
occasion,79
franchis,25
spawn,12
deuc,2
guilti,31
pleasur,40
nananana,1
indulg,20
rubbish,85
mere,88
gaelic,1
charmless,4
heartwarm,8
held,51
fourteen,4
european,48
scottish,10
sceneri,63
scotland,11
skye,1
stardust,2
fairi,16
infinit,11
notdespit,2
here,59
bonehead,3
pat,18
forklift,1
freak,55
monkey,36
notcreat,1
notwrite,12
lea,2
thompson,8
joaquin,4
phoenix,5
terri,10
oquinn,1
space,99
unlov,2
bag,23
myriad,8
fuckup,1
relev,31
nasa,7
misinform,3
apollo,5
andwait,1
robot,33
sidekick,14
disbelief,36
pretend,41
nonmed,1
chief,25
staff,23
facil,14
unbefit,2
valleygirl,1
thomson,3
sideway,5
wideey,3
innoc,53
presum,36
mask,31
risibl,4
multimillion,8
closet,17
command,27
hord,9
dormmat,1
jinx,2
circuit,5
2001,18
airplan,17
sha,3
suffic,19
seaquest,2
bell,25
romanc,80
technolog,29
bewar,13
eighti,19
unmiss,1
capshaw,8
templ,7
dodgi,6
gooni,2
befriend,11
notbore,7
inconsisti,1
physic,58
imposs,100
shuttl,5
launch,17
gold,38
hideous,39
poorlyconstruct,1
onedimension,17
flung,3
psychot,22
track,98
leaf,3
harder,22
andi,27
unconsci,7
oxygen,5
tank,19
backward,14
max,24
shout,32
whaaaaattttssss,1
happpeniiiinngggg,1
advisor,5
politician,16
workcrew,1
furthermor,20
cadet,4
alabama,3
florida,13
useless,30
flop,44
notflorida,1
bever,18
80,35
pg,18
finder,1
peril,13
ray,47
harryhausen,2
raider,9
ark,4
fish,18
notcompar,11
rope,17
intellig,135
repay,3
outer,32
limit,71
signal,8
instructor,11
mission,24
astronaut,14
flight,17
area,64
introduct,27
factor,46
super,34
exot,17
tropic,6
babe,19
skimpi,11
attir,5
explos,31
goodlook,12
dudley,7
doright,1
sheen,5
villai,7
traci,16
lorer,1
sorrytraci,1
elizabeth,17
escapist,2
dreari,23
dealit,1
gawdaw,1
irretriev,2
describ,134
sidari,2
hawaii,9
pose,33
prissi,4
soundtrackwhen,1
ifc,3
stinker,44
pink,12
panther,7
greenlight,9
shepherd,13
mousi,1
mont,8
carlo,11
casino,13
halfmillion,1
oceanfront,1
arizona,9
1st,23
12262008,1
direugen,1
levi,7
italian,70
rewritten,5
shyer,1
nanci,11
meyer,11
downandout,1
lewi,22
reward,17
paper,54
dachsund,1
garag,13
resid,34
contact,28
runaway,7
frame,43
met,30
gambl,9
various,87
candi,43
belushi,7
cybil,6
hamilton,20
thru,17
belushishepherd,1
plenti,75
pile,79
notcut,10
mechan,21
hardcor,27
nonporn,1
erect,4
peni,12
griffith,15
nativ,36
garb,1
send,44
hyster,35
everytim,3
gas,22
lay,36
couch,13
chuck,22
norri,8
intend,89
characterther,1
stank,3
reput,48
walker,16
texa,40
ranger,25
yougari,1
notexcept,3
nothang,2
post,60
contain,102
web,13
defus,6
nuclear,25
somehow,145
questionwhi,2
regurgit,7
tarnish,2
bowel,4
mia,8
invas,19
usa,25
delta,7
patriot,12
jargon,3
eric,23
primarili,17
father,189
afteral,1
beforeon,1
cheer,34
shape,37
nail,25
norriss,1
coffin,17
nottarnish,1
intern,47
crow,10
workout,2
vcr,13
cutup,1
endless,63
wallow,9
oclock,6
saturday,46
drench,2
thrill,64
3dvd,1
struck,17
éveri,1
expens,35
copypast,1
discoveri,16
documentari,104
tvspecial,1
armi,63
slightest,21
afghanistan,6
sea,40
click,11
deke,1
sandcastl,1
jetpack,1
submarin,15
islam,2
korean,25
stuntman,4
flap,6
ta,47
699,3
euro,5
notput,19
lag,2
pit,18
unexpect,33
steam,27
dear,34
govern,45
unarm,2
soft,33
core,26
romp,15
russ,7
contemporari,33
larger,8
zone,18
mainstay,2
500,3
rang,51
polanski,3
sarno,4
jennif,50
unsurpris,7
confess,26
housewif,8
avant,3
gard,4
showtimehbo,1
jerk,29
dcreasy2001,1
blankfield,1
transpar,14
capac,8
lone,27
cheerlead,7
pray,22
veer,5
satir,57
ala,53
not10,1
96,2
befoul,1
cinemat,74
atroc,14
manga,6
nagai,1
devil,41
preconceiv,4
notion,23
softcor,14
alarm,15
regular,38
tame,28
ram,16
throat,32
naughti,13
tuck,3
strateg,1
gluedon,1
scarf,2
emblazon,1
sunburst,1
prolong,10
bondag,3
lend,13
smarmi,6
unsuit,4
kiddi,9
testicl,1
africanamerican,8
derogatori,2
disparag,1
communiti,36
promin,9
reinforc,7
watermelon,2
dice,5
ethel,10
8yearold,3
sammi,5
notreinforc,1
7yearold,4
jr,25
rufus,5
presid,31
represent,17
talki,13
blue,51
underneath,8
harlem,2
showbiz,2
superstar,11
status,29
tapdanc,6
awhil,20
connot,2
ps,32
glad,83
rascal,3
soulseek,1
homag,24
august,6
underground,31
troma,16
download,17
